entidade;numero_processo;contrato;num_contrato_orgao;objeto;valor_global;cnpj;razao_social;data_de_celebracao;data_de_vigencia;situacao;local_da_execucao;modalidade_de_contratacao;subtipo_de_contrato;tipo_de_aquisicao;arquivo_origem;data_inicio;data_fim
SECRETARIA DE ESTADO DE DESENVOLVIMENTO ECONOMICO;;00518/2023;046/2022/SEDEC;1.1	O objeto do presente instrumento refere-se a contratacao de servicos para agenciamento de estudantes de graduacao e pos-graduacao (lato e stricto sensu), para preenchimento de bolsas de estagio, em atendimento a demanda da Secretaria de Estado de Dese;555270.36;61600839000155;CENTRO DE INTEGRACAO EMPRESA-ESCOLA CIE E;2022-12-06;06/12/2022 a 05/12/2023;CELEBRADO;Av. Presidente Getulio Vargas, n 1077 bairro: Goiabeiras - Cuiaba MT;PREGAO ELETRONICO;Estagirios;39 - OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA;transparencia_excel_22.xls;2022-12-06;2023-12-05
SECRETARIA DE ESTADO DE DESENVOLVIMENTO ECONOMICO;;00911/2022;022/2022/SEDEC;O objeto do presente instrumento refere-se a contratacao de empresa especializada em prestacao de servicos continuos de terceirizacao de mao-de-obra de Recepcionista, para atender a demanda da Secretaria de Estado de Desenvolvimento Economico, que deriva;186398.16;79283065000141;ORBENK ADMINISTRACAO E SERVICOS LTDA.;2022-06-09;09/06/2022 a 08/06/2023;CELEBRADO;Secretaria de Estado de Desenvolvimento Economico - SEDEC;PREGAO ELETRONICO;SERVIOS TERCEIRIZADOS;39 - OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA;transparencia_excel_22.xls;2022-06-09;2023-06-08
SECRETARIA DE ESTADO DE DESENVOLVIMENTO ECONOMICO;SEDEC-PRO-2022/03078;01502/2023;011/2017 - 5 TERMO ADITIVO;5o TERMO ADITIVO - OBJETO: Constitui objeto deste Termo, aditar a CLAUSULA DECIMA OITAVA DA VIGENCIA, do Contrato de Locacao do Imovel nA 011/2017. 1.2. A CLAUSULA DECIMA OITAVA - DA VIGENCIA passa a vigorar com o seguinte texto: A vigencia do presente;49596.0;18460001000184;G.DI GRECCO DA COSTA MARQUES & CIA LTDA-ME;2022-10-06;06/10/2022 a 05/10/2023;CELEBRADO;Rua Brigadeiro Eduardo Gomes, n 86, Bairro Goiabeiras - Cuiaba/MT;DISPENSA DE LICITACAO;Locao de Imveis;Locacao de Bens;transparencia_excel_22.xls;2022-10-06;2023-10-05
SECRETARIA DE ESTADO DE DESENVOLVIMENTO ECONOMICO;SEDEC-PRO-2022/01334;01503/2023;004/2015 - 7 TERMO ADITIVO;7o TERMO ADITIVO - LOCACAO DE IMOVEL - Constitui objeto deste Termo, aditar a CLAUSULA DECIMA OITAVA DA VIGENCIA, do Contrato de Locacao do Imovel nA 004/2015. 1.2. A CLAUSULA DECIMA OITAVA - DA VIGENCIA passa a vigorar com o seguinte texto: A vigenci;42446.52;18460001000184;G.DI GRECCO DA COSTA MARQUES & CIA LTDA-ME;2022-06-30;01/07/2022 a 30/06/2023;CELEBRADO;Rua Brigadeiro Eduardo Gomes, nA 86, Bairro: Goiabeiras, Cuiaba-MT;DISPENSA DE LICITACAO;Locao de Imveis;Locacao de Bens;transparencia_excel_22.xls;2022-07-01;2023-06-30
SECRETARIA DE ESTADO DE DESENVOLVIMENTO ECONOMICO;SEDEC-PRO-2022/02703;01912/2023;037/2022/SEDEC;1.1	O objeto do presente instrumento refere-se a contratacao de servicos para agenciamento de estudantes do ensino medio para preenchimento de bolsas de estagio, visando atender as demandas da Secretaria de Estado de Desenvolvimento Economico - SEDEC, que;117898.2;61600839000155;CENTRO DE INTEGRACAO EMPRESA-ESCOLA CIE E;2022-09-22;22/09/2022 a 21/09/2023;CELEBRADO;Av. Presidente Getulio Vargas, n 1077 bairro: Goiabeiras - Cuiaba MT;PREGAO ELETRONICO;Estagirios;39 - OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA;transparencia_excel_22.xls;2022-09-22;2023-09-21
SECRETARIA DE ESTADO DE DESENVOLVIMENTO ECONOMICO;251992;00467/2021;004/2021;1.1.	Contratacao de empresa especializada na prestacao de servicos continuados, com regime de dedicacao exclusiva, de conservacao, limpeza e asseio, com fornecimento de mao de obra, produtos saneantes domissanitarios, materiais e equipamentos para atender;137100.0;28872136000100;MD TERCEIRIZACAO LTDA;2023-02-08;10/02/2022 a 10/02/2024;CELEBRADO;;PREGAO ELETRONICO;Limpeza;39 - OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA;transparencia_excel_22.xls;2022-02-10;2024-02-10
SECRETARIA DE ESTADO DE DESENVOLVIMENTO ECONOMICO;264396/2021/SEDEC;00590/2022;019/2022/SEDEC;Contratacao de pessoa juridica para prestacao de servicos continuados de apoio administrativo, com fornecimento de mao de obra exclusiva para motorista, para conducao dos veiculos pertencentes a frota, locados ou requisitados pela SEDEC para atender as de;266655.96;22826914000149;OASIS ADMINISTRADORA DE SERVICOS EIRELI;2022-05-02;02/05/2022 a 04/05/2024;CELEBRADO;Secretaria de Estado de Desenvolvimento Economico - SEDEC;PREGAO ELETRONICO;OUTROS SERVIOS DE TERCEIROS - PESSOA JURDICA;39 - OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA;transparencia_excel_22.xls;2022-05-02;2024-05-04
SECRETARIA DE ESTADO DE DESENVOLVIMENTO ECONOMICO;;01025/2023;005/2023/SEDEC;1.1.	O objeto do presente instrumento refere-se a contratacao de empresa especializada para o fornecimento de gas de cozinha e vasilhames de acondicionamento, para atender as demandas da Secretaria De Estado De Desenvolvimento Economico, no ambito de Cuia;3269.7;06304408000133;BFX COMERCIO DE GLP LTDA;2023-02-23;23/02/2023 a 22/02/2024;CELEBRADO;Av. Presidente Getulio Vargas, n 1077 bairro: Goiabeiras - Cuiaba MT;ADESAO;MATERIAL DE EXPEDIENTE;30 - MATERIAL DE CONSUMO;transparencia_excel_23.xls;2023-02-23;2024-02-22
SECRETARIA DE ESTADO DE DESENVOLVIMENTO ECONOMICO;;00545/2023;003/2023/SEDEC;O presente contrato tem como objeto a contratacao de empresa especializada em prestacao de servicos servicos sob demanda de remocao e instalacao de condicionadores de ar do tipo split. 1.2. Vinculam-se ao presente Contrato, independentemente de transcrica;19560.0;24339050000166;Dionis Maia Pires 88687716249;2023-01-26;26/01/2023 a 25/01/2024;CELEBRADO;Av. Presidente Getulio Vargas, n 1077 bairro: Goiabeiras - Cuiaba MT;PREGAO ELETRONICO;Manuteno de Ar Condicionado;39 - OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA;transparencia_excel_23.xls;2023-01-26;2024-01-25
SECRETARIA DE ESTADO DE DESENVOLVIMENTO ECONOMICO;SEMA-PRO-2021/00721;01555/2023;006/2023/SEDEC;Contratacao de empresa especializada em servicos na area de arquitetura/engenharia, para execucao de obra referente ao projeto do Centro de Triagem e Reabilitacao de animais silvestres, sendo parte da obra a construcao de Hospital veterinario, quarentena,;8614218.29;11922125000195;JRM CONSTRUCOES EIRELI ME;2023-03-27;27/03/2023 a 16/03/2025;CELEBRADO;RUA DR. HELIO PONCE DE ARRUDA, S/N CENTRO POLITICO;CONCORRENCIA;Const. Bens de Uso Comum;51 - OBRAS E INSTALACOES;transparencia_excel_23.xls;2023-03-27;2025-03-16
SECRETARIA DE ESTADO DE DESENVOLVIMENTO ECONOMICO;;01816/2023;010/2023/SEDEC;O objeto do presente instrumento e aquisicao de material permanente: RETROESCAVADEIRA MINIMO 79HP. de acordo com as especificacoes deste Contrato e constantes no Termo de Referencia, visando atender as demandas do Governo do Estado de Mato Grosso atraves;3837294.0;01042977000134;GUIMARAES AGRICOLA LTDA;2023-05-12;12/05/2023 a 12/05/2024;CELEBRADO;CUIABA - MT;PREGAO ELETRONICO;Material Permanente;52 - EQUIPAMENTOS E MATERIAL PERMANENTE;transparencia_excel_23.xls;2023-05-12;2024-05-12
SECRETARIA DE ESTADO DE DESENVOLVIMENTO ECONOMICO;SEDEC-PRO-2023/00314;01529/2023;008/2023/SEDEC;O objeto do presente Contrato consiste contratacao de empresa para promocao do Estado de Mato Grosso no evento Dry Beans and Special Crops International SUMMIT 2023 que sera realizado em Foz do Iguacu-Parana entre os dias 30 e 31 de marco de 2023, conform;28500.0;21848980000157;INSTITUTO BRASILEIRO DE FEIJAO E PULSES - IBRAFE;2023-03-29;29/03/2023 a 27/03/2024;CELEBRADO;BOURBON CATARATAS DO IGUACU - TERMAS ECO RESORT, FOZ DO IGUACU - PARANA;INEXIGIBILIDADE LEI 14133/2021;Eventos;39 - OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA;transparencia_excel_23.xls;2023-03-29;2024-03-27
SECRETARIA DE ESTADO DE DESENVOLVIMENTO ECONOMICO;SEDEC-PRO-2023/00092;01711/2023;007/2023/SEDEC;O objeto do presente Contrato consiste contratacao de empresa especializada em realizacao de eventos, montagem e decoracao de estande para a feira nacional Pesca & Companhia Trade Show 2023,que acontecera entre os dias 23 a 25 de marco de 2023, no Pro Ma;108905.0;09258103000120;PETREL EVENTOS LTDA;2023-03-22;22/03/2023 a 20/05/2023;CELEBRADO;RUA DR. CRISTIANO DE SOUSA, NR 140 - SAO PAULO/SP, CEP: 05658-010;INEXIGIBILIDADE LEI 14133/2021;Eventos;39 - OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA;transparencia_excel_23.xls;2023-03-22;2023-05-20
SECRETARIA DE ESTADO DE DESENVOLVIMENTO ECONOMICO;;02466/2023;024/2023/SEDEC;CLAUSULA PRIMEIRA - DO OBJETO 1.1.	O objeto do presente instrumento refere-se a contratacao de empresa especializada para o fornecimento de vasilhames de acondicionamento de agua mineral, para atender as demandas dos Orgaos/Entidades do Poder Executivo E;43160.0;01354498000153;UGOLINI CAMPOS LTDA;2023-07-26;26/07/2023 a 24/07/2024;CELEBRADO;Av. Presidente Getulio Vargas, n 1077 bairro: Goiabeiras - Cuiaba MT;PREGAO ELETRONICO;Material Permanente;52 - EQUIPAMENTOS E MATERIAL PERMANENTE;transparencia_excel_23.xls;2023-07-26;2024-07-24
SECRETARIA DE ESTADO DE DESENVOLVIMENTO ECONOMICO;;02450/2023;019/2023/SEDEC;O objeto do presente instrumento e aquisicao de material permanente: CAMINHAO TRUCK Zero km, ano de modelo corrente, cabine frontal, com basculamento tracao 6x4, motor a diesel, potencia minima de 277 CV, equipado com cacamba basculante de no minimo 10m3,;8450000.0;07811058000164;M.DIESEL CAMINHOES E ONIBUS LTDA.;2023-07-24;07/07/2023 a 13/06/2024;CELEBRADO;Cuiaba/MT;PREGAO ELETRONICO;Material Permanente;52 - EQUIPAMENTOS E MATERIAL PERMANENTE;transparencia_excel_23.xls;2023-07-07;2024-06-13
SECRETARIA DE ESTADO DE DESENVOLVIMENTO ECONOMICO;;02305/2023;013/2023/SEDEC;1.1.	O objeto do presente instrumento refere-se a contratacao de empresa especializada no Servico de Emissao de Certificados Digitais (e-CPF, e-CNPJ e SSL Site Seguro), no padrao ICP-Brasil, bem como o fornecimento de dispositivos criptograficos (token;2355.6;43690572000152;GLOBALSEC TECNOLOGIA DA INFORMACAO LTDA;2023-06-12;12/06/2023 a 10/06/2024;CELEBRADO;Av. Presidente Getulio Vargas, n 1077 bairro: Goiabeiras - Cuiaba MT;PREGAO ELETRONICO;PRESTAO DE SERVIOS DE TECNOLOGIA DA INFORMAO;40 - SERVICOS DE TECNOLOGIA DA INFORMACAO E COMUNICACAO - PESSOA JURIDICA;transparencia_excel_23.xls;2023-06-12;2024-06-10
SECRETARIA DE ESTADO DE DESENVOLVIMENTO ECONOMICO;;02309/2023;014/2023/SEDEC;Aquisicao de equipamentos, sendo aparelhos de Televisao - Smart TV LED, para suporte tecnologico as salas de atendimento ao empreendedor em 71 (setenta e um) municipios do Estado de Mato Grosso.;107460.0;02869044000188;DIGITECH SOLUCOES LTDA;2023-06-23;23/06/2023 a 20/09/2023;CELEBRADO;Av. Presidente Getulio Vargas, n 1077 bairro: Goiabeiras - Cuiaba MT;PREGAO ELETRONICO;Fornecimento de Materiais de Consumo;52 - EQUIPAMENTOS E MATERIAL PERMANENTE;transparencia_excel_23.xls;2023-06-23;2023-09-20
SECRETARIA DE ESTADO DE DESENVOLVIMENTO ECONOMICO;;02311/2023;015/2023/SEDEC;Aquisicao de equipamentos sendo pedestais/suporte para televisores, para suporte tecnologico as salas de atendimento ao empreendedor em 71 (setenta e um) municipios do Estado de Mato Grosso.;48990.0;23106657000133;IMPERIO SOLUCOES ADMINISTRATIVAS E PUBLICAS LTDA;2023-06-26;26/06/2023 a 23/09/2023;CELEBRADO;Av. Presidente Getulio Vargas, n 1077 bairro: Goiabeiras - Cuiaba MT;PREGAO ELETRONICO;Fornecimento de Materiais de Consumo;52 - EQUIPAMENTOS E MATERIAL PERMANENTE;transparencia_excel_23.xls;2023-06-26;2023-09-23
SECRETARIA DE ESTADO DE DESENVOLVIMENTO ECONOMICO;;02316/2023;016/2023/SEDEC;Aquisicao de equipamentos, sendo aparelhos de Televisao - Smart TV LED, para suporte tecnologico as salas de atendimento ao empreendedor em 71 (setenta e um) municipios do Estado de Mato Grosso.;37498.6;06128710000188;JVM COPIADORAS E INFORMATICA LTDA;2023-07-03;03/07/2023 a 30/09/2023;CELEBRADO;Av. Presidente Getulio Vargas, n 1077 bairro: Goiabeiras - Cuiaba MT;PREGAO ELETRONICO;Material Permanente;52 - EQUIPAMENTOS E MATERIAL PERMANENTE;transparencia_excel_23.xls;2023-07-03;2023-09-30
SECRETARIA DE ESTADO DE DESENVOLVIMENTO ECONOMICO;SEDEC-PRO-2022/01574;02319/2023;017/2023/SEDEC;O presente Contrato tem por objeto a contratacao de empresa especializada em desenvolvimento e manutencao de software, em regime de FABRICA DE SOFTWARE (FSW) por demanda, sem garantia de consumo minimo, utilizando linguagens, ferramentas e tecnologias ado;1099000.0;18947049000111;INFORDINAMICA TECNOLOGIA LTDA;2023-07-03;03/07/2023 a 01/07/2024;CELEBRADO;Av. Presidente Getulio Vargas, n 1077 bairro: Goiabeiras - Cuiaba MT;PREGAO ELETRONICO;AQUISIO DE SOFTWARE;40 - SERVICOS DE TECNOLOGIA DA INFORMACAO E COMUNICACAO - PESSOA JURIDICA;transparencia_excel_23.xls;2023-07-03;2024-07-01
SECRETARIA DE ESTADO DE DESENVOLVIMENTO ECONOMICO;SEDEC-PRO-2022/01574;02320/2023;018/2023/SEDEC;O presente Contrato tem por objeto a contratacao de empresa especializada em desenvolvimento e manutencao de software, contagem de pontos de funcao em regime de FABRICA DE METRICAS (FM), por demanda, sem garantia de consumo minimo, utilizando linguagens,;12080.0;36908652000176;FIRST POINT SOLUCOES EM TECNOLOGIA DA INFORMACAO LTDA;2023-07-03;03/07/2023 a 01/07/2024;CELEBRADO;Av. Presidente Getulio Vargas, n 1077 bairro: Goiabeiras - Cuiaba MT;PREGAO ELETRONICO;AQUISIO DE SOFTWARE;40 - SERVICOS DE TECNOLOGIA DA INFORMACAO E COMUNICACAO - PESSOA JURIDICA;transparencia_excel_23.xls;2023-07-03;2024-07-01
SECRETARIA DE ESTADO DE DESENVOLVIMENTO ECONOMICO;;02452/2023;020/2023/SEDEC;O objeto do presente instrumento e aquisicao de material permanente: CAMINHAO TRUCK Zero km, ano de modelo corrente, cabine frontal, com basculamento tracao 6x4, motor a diesel, potencia minima de 277 CV, equipado com cacamba basculante de no minimo 10m3;16780000.0;07811058000164;M.DIESEL CAMINHOES E ONIBUS LTDA.;2023-07-07;07/07/2023 a 05/07/2024;CELEBRADO;Cuiaba MT;PREGAO ELETRONICO;Material Permanente;52 - EQUIPAMENTOS E MATERIAL PERMANENTE;transparencia_excel_23.xls;2023-07-07;2024-07-05
SECRETARIA DE ESTADO DE DESENVOLVIMENTO ECONOMICO;SEDEC-PRO-2023/00649;02464/2023;022/2023/SEDEC;1.1.	O objeto do presente instrumento refere-se a aquisicao de Condicionadores de Ar (Tipo HI WALL) incluindo instalacao, para atender os Orgaos/Entidades do Poder Executivo do Estado de Mato Grosso, que deriva da adesao a Ata de Registro de Precos no 017;21700.0;05870717000108;STILUS MAQUINAS E EQUIPAMENTOS PARA ESCRITORIO LTDA;2023-07-24;24/07/2023 a 22/07/2024;CELEBRADO;Av. Presidente Getulio Vargas, n 1077 bairro: Goiabeiras - Cuiaba MT;PREGAO ELETRONICO;Material Permanente;52 - EQUIPAMENTOS E MATERIAL PERMANENTE;transparencia_excel_23.xls;2023-07-24;2024-07-22
SECRETARIA DE ESTADO DE DESENVOLVIMENTO ECONOMICO;;02455/2023;023/2023/SEDEC;1.1.	O objeto do presente instrumento refere-se a contratacao de empresa especializada para o fornecimento de agua mineral natural, para atender as demandas dos Orgaos/Entidades do Poder Executivo Estadual, no ambito de Cuiaba e Varzea Grande, que deriva;13975.0;13332212000118;FINISSIMA DISTRIBUIDORA DE AGUA LTDA ME;2023-07-26;26/07/2023 a 24/07/2024;CELEBRADO;Av. Presidente Getulio Vargas, n 1077 bairro: Goiabeiras - Cuiaba MT;PREGAO ELETRONICO;GNEROS DE ALIMENTAO;30 - MATERIAL DE CONSUMO;transparencia_excel_23.xls;2023-07-26;2024-07-24
SECRETARIA DE ESTADO DE DESENVOLVIMENTO ECONOMICO;SEDEC-PRO-2022/02000;03005/2023;038/2023/SEDEC;O presente Termo de Contrato tem como objeto a aquisicao de equipamentos de informatica com garantia tecnica on-site, para atender a demanda da Secretaria de Estado de Desenvolvimento Economico SEDEC, nas condicoes estabelecidas no Termo de Referencia n;39000.0;09298794000196;POWER TEC TECNOLOGIA EM INFORMATICA;2023-10-04;04/10/2023 a 02/10/2024;CELEBRADO;Av. Presidente Getulio Vargas, n 1077 bairro: Goiabeiras - Cuiaba MT;PREGAO ELETRONICO;Equipamentos de Process. Dados;52 - EQUIPAMENTOS E MATERIAL PERMANENTE;transparencia_excel_23.xls;2023-10-04;2024-10-02
SECRETARIA DE ESTADO DE DESENVOLVIMENTO ECONOMICO;SEDEC-PRO-2023/01319;02895/2023;033/2023/SEDEC;1.1.	O objeto do presente Contrato consiste Contratacao de empresa para participacao da 16a Edicao do Forum de Turismo de Negocios -FTN XVI, o evento e voltado a agencias de viagens, operadores turisticos e imprensa especializada e ocorrera nos dias 20 de;4500.0;13346987000142;FTN Y FORUM DE TURISMO DE NEGOCIOS E EVENTOS LTDA;2023-09-18;18/09/2023 a 16/12/2023;CELEBRADO;Ocorrera nos dias 20 de setembro de 2023 em Florianopolis/SC e 21 de setembro de 2023 em Joinville/S;INEXIGIBILIDADE LEI 14133/2021;Eventos;39 - OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA;transparencia_excel_23.xls;2023-09-18;2023-12-16
SECRETARIA DE ESTADO DE DESENVOLVIMENTO ECONOMICO;SEDEC-PRO-2023/00704;02900/2023;034/2023/SEDEC;1.1.	Contratacao de empresa no ramo de eventos especificos para locacao de espaco, montagem e desmontagem, mobiliarios em geral e comunicacao visual de estande institucional para participacao do Estado de Mato Grosso, por meio da Secretaria de Estado de D;183926.44;11729180000163;INFORTOUCH - AGENCIA DE COMUNICACAO, EVENTOS E PRODUTOS ALIMENTICIOS LTDA;2023-09-18;18/09/2023 a 16/12/2023;CELEBRADO;Av. Presidente Getulio Vargas, n 1077 bairro: Goiabeiras - Cuiaba MT;PREGAO ELETRONICO;Eventos;39 - OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA;transparencia_excel_23.xls;2023-09-18;2023-12-16
SECRETARIA DE ESTADO DE DESENVOLVIMENTO ECONOMICO;SEDEC-PRO-2023/01377;03011/2023;039/2023/SEDEC;Contratacao de empresa para prestacao de servicos de locacao de espaco com montagem para participacao como expositor da BTM YBRAZIL TRAVEL MARKET, que sera realizada no periodo de 19 e 20 de outubro no Centro de Eventos do Ceara em Fortaleza - CE, conform;50000.0;13916553000130;CLAUDIO JOSE DA SILVA JUNIOR;2023-10-10;10/10/2023 a 07/01/2024;CELEBRADO;Centro de Eventos do Ceara em Fortaleza - CE;INEXIGIBILIDADE LEI 14133/2021;Eventos;39 - OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA;transparencia_excel_23.xls;2023-10-10;2024-01-07
SECRETARIA DE ESTADO DE DESENVOLVIMENTO ECONOMICO;SEDEC-PRO-2022/03850;02897/2023;035/2023/SEDEC;1.1.	O objeto do presente instrumento e a contratacao de pessoa juridica especializada no ramo de alimentacao para prestacao de servicos de Coffee Break para atender a demanda da Secretaria de Estado de Desenvolvimento Economico - SEDEC, conforme condicoe;132000.0;49948321000101;3S ASSESSORIA, CONSULTORIA E COMERCIO LTDA;2023-09-22;22/09/2023 a 20/09/2024;CELEBRADO;Av. Presidente Getulio Vargas, n 1077 bairro: Goiabeiras - Cuiaba MT;PREGAO ELETRONICO;Alimentao;39 - OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA;transparencia_excel_23.xls;2023-09-22;2024-09-20
SECRETARIA DE ESTADO DE DESENVOLVIMENTO ECONOMICO;SEDEC-PRO-2022/02764;02905/2023;036/2023/SEDEC;CLAUSULA PRIMEIRA - DO OBJETO E FINALIDADE 1.1. O objeto do presente contrato consiste na contratacao de servico de seguro predial, sem franquia, para cobrir danos causados por sinistro ao patrimonio mobiliario e bens moveis da Secretaria de Estado de Des;2137.59;61198164000160;PORTO SEGURO COMPANHIA DE SEGUROS GERAIS;2023-09-28;28/09/2023 a 26/09/2024;CELEBRADO;Av. Presidente Getulio Vargas, n 1077 bairro: Goiabeiras - Cuiaba MT;INEXIGIBILIDADE - LEI 14.124/2021;LOCAO DE MO DE OBRA;39 - OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA;transparencia_excel_23.xls;2023-09-28;2024-09-26
SECRETARIA DE ESTADO DE DESENVOLVIMENTO ECONOMICO;SEDEC-PRO-2023/01216;02902/2023;025/2023/SEDEC;O objeto do presente Contrato consiste na Contratacao de servico especializado em capacitacao em desenvolvimento humano e de liderancas estrategicas, para agentes politicos e servidores da Secretaria de Desenvolvimento Economico YSEDEC, conforme especific;44660.0;48917905000157;J.D.L. FALCAO;2023-08-17;17/08/2023 a 15/08/2024;CELEBRADO;Av. Presidente Getulio Vargas, n 1077 bairro: Goiabeiras - Cuiaba MT;INEXIGIBILIDADE LEI 14133/2021;Estudos e Projetos;39 - OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA;transparencia_excel_23.xls;2023-08-17;2024-08-15
SECRETARIA DE ESTADO DE DESENVOLVIMENTO ECONOMICO;SEDEC-PRO-2022/01230;02881/2023;026/2023/SEDEC;Aquisicao de equipamentos de informatica para suporte tecnologico as salas de atendimento ao empreendedor em 71 (setenta e um) municipios do Estado de Mato Grosso.;219510.0;08710871000100;STUDIO COMERCIO ATACADISTA DE PRODUTOS DE INFORMATICA LTDA;2023-08-21;21/08/2023 a 18/11/2023;CELEBRADO;Av. Presidente Getulio Vargas, n 1077 bairro: Goiabeiras - Cuiaba MT;PREGAO ELETRONICO;Material Permanente;52 - EQUIPAMENTOS E MATERIAL PERMANENTE;transparencia_excel_23.xls;2023-08-21;2023-11-18
SECRETARIA DE ESTADO DE DESENVOLVIMENTO ECONOMICO;SEDEC-PRO-2022/01230;02883/2023;027/2023/SEDEC;Aquisicao de equipamentos de informatica para suporte tecnologico as salas de atendimento ao empreendedor em 71 (setenta e um) municipios do Estado de Mato Grosso.;70499.85;27120037000100;THADS SERVICOS LTDA;2023-09-05;05/09/2023 a 03/12/2023;CELEBRADO;Av. Presidente Getulio Vargas, n 1077 bairro: Goiabeiras - Cuiaba MT;PREGAO ELETRONICO;Material Permanente;52 - EQUIPAMENTOS E MATERIAL PERMANENTE;transparencia_excel_23.xls;2023-09-05;2023-12-03
SECRETARIA DE ESTADO DE DESENVOLVIMENTO ECONOMICO;SEDEC-PRO-2022/01230;02886/2023;028/2023/SEDEC;Aquisicao de equipamentos de informatica para suporte tecnologico as salas de atendimento ao empreendedor em 71 (setenta e um) municipios do Estado de Mato Grosso.;10558.41;12980808000161;DADB EQUIPAMENTOS E SERVICOS DE INFORMATICA LTDA;2023-09-05;05/09/2023 a 03/12/2023;CELEBRADO;Av. Presidente Getulio Vargas, n 1077 bairro: Goiabeiras - Cuiaba MT;PREGAO ELETRONICO;AQUISIO DE MATERIAL ELTRICO;30 - MATERIAL DE CONSUMO;transparencia_excel_23.xls;2023-09-05;2023-12-03
SECRETARIA DE ESTADO DE DESENVOLVIMENTO ECONOMICO;SEDEC-PRO-2022/01230;02887/2023;029/2023/SEDEC;Aquisicao de equipamentos de informatica para suporte tecnologico as salas de atendimento ao empreendedor em 71 (setenta e um) municipios do Estado de Mato Grosso.;14981.0;06128710000188;JVM COPIADORAS E INFORMATICA LTDA;2023-09-05;05/09/2023 a 03/12/2023;CELEBRADO;Av. Presidente Getulio Vargas, n 1077 bairro: Goiabeiras - Cuiaba MT;PREGAO ELETRONICO;AQUISIO DE MATERIAL ELTRICO;30 - MATERIAL DE CONSUMO;transparencia_excel_23.xls;2023-09-05;2023-12-03
SECRETARIA DE ESTADO DE DESENVOLVIMENTO ECONOMICO;SEDEC-PRO-2023/00921;02743/2023;030/2023/SEDEC;Locacao de imovel nao residencial, localizado na Rua Brigadeiro Eduardo Gomes, nA 86, Bairro: Goiabeiras, Cuiaba-MT, com medida total de 257,5 m2, espaco livre, com laje, piso ceramico, cerca eletrica, concertina, instalacao eletrica e hidraulica, com vag;95760.0;18460001000184;G.DI GRECCO DA COSTA MARQUES & CIA LTDA-ME;2023-08-18;18/08/2023 a 16/08/2024;CELEBRADO;Av. Presidente Getulio Vargas, n 1077 bairro: Goiabeiras - Cuiaba MT;INEXIGIBILIDADE LEI 14133/2021;OUTROS SERVIOS DE TERCEIROS - PESSOA JURDICA;39 - OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA;transparencia_excel_23.xls;2023-08-18;2024-08-16
SECRETARIA DE ESTADO DE DESENVOLVIMENTO ECONOMICO;SEDEC-PRO-2022/02479;03026/2023;037/2023/SEDEC;O objeto do presente Contrato consiste na contratacao de servicos de Data Center na modalidade COLOCATION para atender a demanda da Secretaria de Estado de Desenvolvimento Economico SEDEC, conforme especificacoes constantes na proposta de servico nA 54/;24469.2;15011059000152;EMPRESA MATO-GROSSENSE DE TECNOLOGIA DA INFORMACAO - MTI;2023-10-11;11/10/2023 a 09/10/2024;CELEBRADO;Av. Presidente Getulio Vargas, n 1077 bairro: Goiabeiras - Cuiaba MT;DISPENSA DE LICITACAO - LEI 14.124/2021;PRESTAO DE SERVIOS DE TECNOLOGIA DA INFORMAO;40 - SERVICOS DE TECNOLOGIA DA INFORMACAO E COMUNICACAO - PESSOA JURIDICA;transparencia_excel_23.xls;2023-10-11;2024-10-09
SECRETARIA DE ESTADO DE DESENVOLVIMENTO ECONOMICO;;03103/2023;019/2023/SEDEC;. O objeto do presente instrumento e aquisicao de material permanente: CAMINHAO TRUCK Zero km, ano de modelo corrente, cabine frontal, com basculamento tracao 6x4, motor a diesel, potencia minima de 277 CV, equipado com cacamba basculante de no minimo 10;10310000.0;07811058000164;M.DIESEL CAMINHOES E ONIBUS LTDA.;2023-07-07;07/07/2023 a 05/07/2024;CELEBRADO;Av. Presidente Getulio Vargas, n 1077 bairro: Goiabeiras - Cuiaba MT;ADESAO;Material Permanente;52 - EQUIPAMENTOS E MATERIAL PERMANENTE;transparencia_excel_23.xls;2023-07-07;2024-07-05
